user_id,purchase_history
881c4e05-1d4a-4d58-b8d0-a82aba7a86e5,24
1d1fd400-5115-472f-8bc5-0a83f4b67913,12
4880cf30-97bf-4acd-b694-f2cb7e647132,34
541e102e-c914-430e-861e-6ee3b684d0d4,48
bb500061-f28d-4fef-b547-c2ef55a23d81,76
75c856f0-d220-4aeb-a4df-7c6dca608655,18
52088edc-3c53-47b1-95ee-8f7e823b463a,38
d40f36e6-3981-4bce-936c-747f4d7d0bf0,11
d6a08933-c58c-480c-a053-02779cd19f3d,35
c28539ed-f302-4035-970f-839e5ba4641d,23
d324bb10-9d0c-422d-b0c1-87f3ba4014d9,23
6c1ea5b4-1a39-4410-9acd-7675046c71f8,92
d39cd656-5c5d-4678-a164-1f70e0673ffe,58
474076d6-ed01-42e3-9b4c-23891823def8,98
0e1a1c4a-dc37-4135-a23e-d90c5f1cd6da,49
54791672-0275-4b1b-b0ea-7fc2aa305ac4,29
3eae31e1-9cc6-4f80-9300-9df20eee562a,58
21b91661-75a6-4d56-86ce-7035b7a90c1f,46
8ef1c482-066b-4a08-91ee-7e3469aaae69,22
909b8d13-3449-4b0b-a382-aa29895bc78f,64
3b1fa529-8dd8-41ac-bcdb-57c83d64a3bc,47
049cb1ce-caa3-49b9-af75-e7470ed1dbb6,37
404c99e2-809c-491b-9317-4b98f6f7b625,5
b4729c0e-1ef8-481e-b16e-3fbde87c40df,26
1eb562c5-8167-48b0-b1a1-78425e036992,20
62bc4f20-99a7-4cc8-b16b-7398d33f8407,20
830ed091-e670-4d36-b503-1082b879e58b,6
1300fffa-3cef-4796-b3bf-8fed53d1e06e,8
f7552c40-890f-43d1-857c-b6fd179738c2,67
0565ee47-ddfe-4bb2-b930-bab80f3d3c70,0
50cafcbe-29c7-4fff-9b22-5f7e4f69ba74,15
98ce2a61-ed5c-4e47-ac79-89b77021f289,22
e5ad0c0e-df60-4ff7-a646-4cbc1726c55d,96
206a7355-efb2-4061-801f-c7d8b9db8b9d,35
94005d82-73d8-4eb2-aca5-a72e5c0c8100,98
c4ee1762-44b4-4b7a-9ebc-a2928faaa821,89
8aaa3794-9476-489d-a41d-47a3937b5fe6,16
c08c1bca-d67b-40d1-ad96-b1be0ebeea0f,80
017b9dad-8688-4105-94f1-10260b80b52a,56
7ff51c55-92c0-42f6-a5dc-aaf0cc84a493,18
97563436-aef0-42b2-894f-f910d904ced0,22
8bde1fdf-2786-4a14-9b9e-4b8db46175ad,20
2dd011b0-62e0-4302-8f65-0be5d6226ef8,66
78ddee78-d61c-436f-9d84-12b63182e5dd,9
d94574a7-5b92-419a-b7b3-41ba95a24a82,12
c43f44ae-8964-435f-a1c8-924a41c7d91a,38
01a9581e-aebd-4b09-8f49-a46e118a5697,24
da15fcc6-8928-41ef-a4b7-238c3085d625,58
0ac0677d-a144-4921-89dc-47cec40366e7,20
7318c3e6-7304-480f-b1de-dae158921055,34
99f2be1c-a952-48cc-b121-959ed3ec6c8e,54
ddde9a5c-978d-4794-a65b-23efd02363cb,50
d74ff7ba-f5b1-4772-bbda-c2dfffb39bde,92
9d223fd8-e2a5-4693-9ee6-2c6b99eb46a7,37
1269dcb7-a4be-4ce3-9638-49a0fa491ce1,9
78cd1a83-4d98-442a-b773-46318acd1826,15
c25e124a-c44d-4031-8f03-b0271d9f7d2c,33
f69e68e5-017f-4c44-a677-6d50843b91b4,14
748a76b6-d6e2-45ee-8dbd-b6aa11fad431,23
34f4b8a7-41bb-4f8d-b5c5-d016a65aa81d,9
07f42ea3-616b-4b51-b6ac-99035c6f898f,68
61b5734a-6e37-4ced-ab99-2a5b6be8df49,95
702e66b1-0130-45f2-9def-1e2766cfb7f9,91
26029175-bbe8-4519-9e27-adbf143a9e72,13
3acc59b9-79cd-4daa-a3ac-80eb34485b4d,68
7a0e970a-cd9a-4124-9cef-240b00b174cb,48
12933b86-2a47-4319-8ae7-00cf1c2dbe06,100
006bbb9f-ad4b-48e7-8ae7-d9a18146343c,56
f0dbb0f0-8316-4515-b19e-4ed6a9dd0ecc,50
448d01ab-e681-45de-8ca2-2b46bd07ad39,83
93bdaaa6-245b-4d14-a731-c5a4e011b775,73
95ad27cd-7056-464c-b3d6-b91489b2ca92,9
3a6ab0a3-9cd2-459f-b5d5-2bb3900c0e9a,53
a99d6d42-3b23-4636-84f8-6b4a0f901591,3
09402ca5-213c-42cf-800c-8a326c717346,11
d13a9363-2bce-4f01-b97f-d10945be66a6,40
dcf8ee21-d6ed-4842-89ed-076312aff537,91
12e99b4b-c522-4fbf-9d8e-7d0c4ff742fe,96
12af6177-2a49-4ed0-8f96-991cc13f5676,12
8d32ead7-fdf2-4588-847c-8ff256918f04,0
65b45942-3c73-468f-832a-a322de2883fb,45
0cea8cd1-4bd4-4d37-b474-321b985c8786,67
673d6e2d-2535-4ae4-9a80-cbabbcc2a993,33
b4847fdb-9e40-4a4a-99b2-15ca517c920f,0
0de88106-4b47-442b-ad10-41514dd49450,9
a4f59e05-37e8-4e52-bee8-3ab7ea96fee1,55
1a2ac7e4-3ed5-45ce-abd1-7260efdfd884,71
306cc654-e329-44a8-813b-c98d4e322294,89
c945c44e-2f8a-4fe4-bda4-4808138bad49,30
8ae894f6-6214-4ac7-a58f-3a9fb5f202da,70
20b0c0b8-9abb-473d-8f7a-e825b0f461fd,43
bd0444a8-d6f3-47f0-bb43-7033c5bf976e,64
af51153a-bba6-413b-a02e-e48d2ec6bbac,20
178eb6c8-f6f0-4632-ba00-de0d5b961f7f,8
7f9f611f-ef37-4d67-aecf-860e368811e7,39
fd5bf9d6-1317-46fc-b9bc-492602d97228,26
69d83b12-e68b-4f17-aba7-d29921e3dfb5,17
2c50a7d3-0ddc-45d1-bf7d-9a70f34413a9,26
1f9b0cd7-c5ad-4c77-82ae-38ab4571a4ed,36
42e65c3f-fb23-493d-b83d-a206701b6a39,16
112ca105-25b7-4743-b3fa-0e0dc487f6d7,20
f6428e50-fa1e-4bb9-8fe0-9f50136dabd5,31
5086d48d-9560-4007-aad9-2c7fa6e34d39,16
4eb4cc99-e757-4ba5-aee6-3fa24d7604dc,34
88fc2ad0-f5b7-4a45-9d53-88487721e836,15
5e840e06-8d3f-426f-b39a-656be09d5075,15
35b75b99-bb89-4037-a4fc-996458946364,17
e7d9b573-4c21-4c65-8531-82a82e9836b1,11
fa9fc053-04d6-483e-bacd-7322a44dd071,24
0d970129-c6e9-4c92-bc80-4affd549951b,43
7d063154-6600-4deb-8f60-077881710769,68
5327e9f3-70ce-46d2-8c9f-7110e323ec12,23
9a971165-b9fe-4d5e-a98b-e201ad6fd52d,35
