user_id,credit_score,location_category
998faf1d-ef40-4ca4-b402-4e832e644d30,432,2
d40f36e6-3981-4bce-936c-747f4d7d0bf0,776,1
cce7d54e-0c25-42d4-8f3f-388a2607bbf6,756,1
09402ca5-213c-42cf-800c-8a326c717346,672,4
a3c3a915-8a6b-4e0d-86ef-356554813f8d,597,1
035e2dde-b6f8-471a-8c2f-8091cac25d8b,699,1
5f720c1f-33c4-405f-9b84-089c6f46ef39,585,2
45a2e56f-d4a9-4fb9-81ca-6d00f40e0f94,358,2
e537fc73-97ed-48c0-ae01-1a37e8cc6a78,519,2
670b40e9-8a67-4817-bf07-4d8156c2e35f,824,1
11ade21f-ec09-43af-9af6-d2b3984aa1d2,605,4
cf15677a-1cde-4a5d-adf0-e2c5e1ba842a,820,4
c21cda02-17fa-40bf-8744-de6278dd21ed,310,3
f06011b3-7ef0-4638-81d1-5b09dbd57994,578,5
748a76b6-d6e2-45ee-8dbd-b6aa11fad431,761,5
de547b3a-e066-4cf7-bbd7-cc341bf15460,324,5
70d9a961-5f5a-4c8f-a0a8-f218ed5e55cb,469,3
57783086-7bc8-4887-bea2-d6a9592ea37a,458,2
3d48704e-b9a5-438a-a9c4-299dc0cabf59,447,2
267302dc-eded-4049-aade-3886284ae23f,788,2
024e8a73-5d26-4ce5-a514-29099c0b45a8,416,3
67bb2d67-9f83-4feb-a1e1-6b3367de91ed,487,3
4f52e424-420c-4f3e-acbe-f55238d1cea2,441,5
ec0354fc-4d54-4196-9f55-a0d8cb8c8c24,586,1
b64e8a7e-6bab-44a2-b63c-d282d5564939,434,1
10d06b71-3e19-4a26-a1ca-8237da9097f6,663,4
832958be-a908-4522-90d1-10012bc3e7d4,640,5
59e45d04-f07e-48ca-a773-f6c62d9a48b6,758,3
05b7845e-b5dc-46a9-bb8c-4f97d90e8d25,466,2
ca3a2e72-4775-4f02-8c09-dcc6d9bfa361,715,1
c9352009-cd36-4db2-b1dd-a7fd97f4ab8d,410,2
4c56c7f7-4c08-45eb-976f-8803baafd0b6,712,4
0ad7b753-3dbe-4d1f-9e09-4307252c1e8f,432,4
722dfee2-66f5-4c79-935a-332f0c794e0e,332,4
ba3e1b99-ed28-4c3f-b38d-37f6b022dcbc,777,3
0fad9f27-647f-4548-9ada-6abc3df18307,712,1
3a96e041-aab6-4094-99ef-54ef6c030c89,765,5
d9aa690f-ec4e-45f3-82b4-d723316bcb03,669,5
8bdbd066-a416-460d-999b-d75292645328,655,4
bce0622b-f334-4d51-ab97-26d7f62fc3c0,774,1
a6bca3bf-6e35-4f27-a77a-1a0c58b78cdd,693,1
068df5fd-b2dc-4224-bd73-b053876c8540,554,5
0a14dd9b-195b-489d-90d2-ef4f1c3a52fe,584,5
af329f44-a785-4f71-b10a-0f07429b6cac,704,5
4f3469ea-477a-4c12-9cdc-9c7f2961d818,742,3
239e5666-8aae-4995-9091-95a55f880916,618,1
ddcca04d-87ec-4214-b37a-908cd32d7f64,590,4
