user_id,credit_score,location_category
86cc7492-3096-4f79-80e4-4c820499aeb1,578,5
9eaed956-d30e-477a-bfdb-badb5e8e46fe,439,3
77b7ba8a-ec40-4c6e-ae4d-c28ed0d46f54,563,3
fc6bbdf3-d8a4-42c0-8b6a-e9876b788e05,480,2
2b658ad4-3d51-4481-89fc-47ffd797d436,540,5
fab091d8-e4cc-4d69-bbd8-ba6aeb507d32,623,5
a942ffab-90ad-4439-b978-fa4a4d67ef97,309,3
a3fa9313-1014-4e91-8b0b-40bd5b644eba,515,4
9851b408-5808-43f8-93c8-6ed9fba9ef24,815,5
23b7969c-66ec-4b8d-9826-6828cb3c4bdf,477,4
0d11bfb2-bcda-49d0-830a-9fa0f6bdaae6,750,3
d870f069-cb9d-498e-99ba-a66653045595,579,5
a11c7997-8e83-4e0f-ab4a-438c02790528,837,4
4ad8de76-f8e3-4fe4-a2cf-7f2d1c41bd2b,704,4
d2261185-b0cc-4cfe-91ba-03e9bbb846a8,306,3
e759ada0-b4bc-4404-9df9-8d1687e7b763,646,5
608984f3-a727-47ea-b19f-561df114bd75,376,1
f7deb9fd-7c2b-4c71-b2d1-ed2fe659439c,399,4
7b15264e-b221-4a12-a2cb-7b0e2498dad5,470,1
57a8c5c5-0416-45ec-bf84-c884c6dde821,527,4
a60b96ba-c2c7-4c9c-a1b5-177fb4070215,502,4
40c0e6ac-3edc-4834-92e2-ba726705d0f0,725,5
2900f160-0899-4ed1-8590-750b81197736,522,4
9225ad2f-edc3-4685-a2ba-57d677c9b1ca,636,1
f3018040-c825-4939-8d2f-6fadc520e6f6,318,2
297fe412-37b1-4881-a876-8b498b155ddd,780,1
cd3bb686-9f2f-4bb4-b0fe-89e4ae638e3e,306,2
bcefd021-d74f-4c28-a71a-724d3d7abcf1,784,3
78563613-1c91-405a-b48f-f79a248a59a5,736,5
45e1ca21-ae03-46a2-b220-c215fac183e2,720,1
84a0d514-c222-4513-882d-9f6a3e95b053,842,4
d066152c-4587-4906-a054-aac925e2d6b8,594,5
1bf94de1-6f03-4d76-bbd8-1a7e45f2daee,536,4
22e53b8c-7255-4933-a11e-6f37c4c146f6,563,2
75709d3a-ed40-4ae0-aaa3-584efe87124e,334,1
72506d5d-eba0-49e4-a619-3dbbe35aa7b7,478,5
7f80fca2-0d5e-41c9-9a09-61c2e82b2f19,309,3
2d69bea2-1792-43ca-95ce-775a9c31da96,340,4
6cc155b4-f789-468a-b44e-5b2135121f05,457,3
ea73277d-5cb4-4735-8386-2aa8e6ac36d7,399,4
7e4cee39-fe91-41c0-bb3d-ca94fd1d805b,761,2
fef622d1-fa8d-479a-956a-ad513cecb502,469,5
01eda6c0-94ad-4538-9ae9-dc362bc6c4b9,644,5
557ede76-6d87-45b4-aec4-e50bacb0f54b,555,1
552051a2-66db-4db2-88a1-afdaa9074850,827,3
af30879f-94a9-4ae2-b74d-3f27d1955591,801,5
79c3e21b-7978-40c8-8c7f-70ddcd400436,701,3
2371e66f-0897-44d4-bc0c-5e0ab901bed4,396,5
3a47b912-bbb9-44b6-bada-794817367418,734,3
d9871a73-c39d-4a2e-83c7-9c6d851799bb,419,2
c456b26f-e6e1-429a-bf58-b9d4b8e432fc,444,5
34a23c8a-1ae1-4f11-b0e2-ebb61a2e4143,435,2
20dbc8d8-7099-4ed0-ac0e-fc5508501719,500,3
ad4d4097-514e-49a8-9baf-25fe732cb017,532,3
e71287e2-8150-451e-92b3-ed51bf7696da,590,3
c4e98f70-b1a7-4041-8abd-3851920a97e3,821,5
322d0c15-cf7d-4cb7-b9d7-ba76b653b43e,616,4
2070a949-9332-43cf-8bf1-45a30614ca92,493,2
14cff065-13bd-4c26-a1bc-2d227298c897,748,3
14f998c1-f01f-45a7-a91c-9910c3603749,551,3
77f3af94-c80d-4ba4-b114-0a87c9d708cf,548,3
db4adeef-0fc2-4f19-a7d1-9b6bd1f1cd25,670,3
fa232323-df05-41ca-bed6-66b412b63f1c,658,3
725edb9b-5a6e-4662-92f9-a05913ab253f,744,1
1417a7e7-4959-4f26-84f2-5cc495e380c8,541,1
245d10af-c471-4ab4-ace7-52efaf3c0665,632,5
04e6d5e7-c694-4be1-8151-26791d9f8280,550,1
31afe9ec-4485-4aad-a6bb-44b1e73bd8c9,558,1
e4784555-47bb-4fa2-a598-a5023f2c628b,638,3
da9d602e-f549-43f5-9ac1-85b0bbd35c62,602,5
37018427-01d3-4833-a627-943f7029a692,403,3
a8865a1a-7a96-46ff-9d0f-d00902555f27,558,3
e0bd0937-120d-45ce-a4d6-7912e120bc66,357,1
bfdd1391-0974-4022-81bf-a8622ec4419d,479,5
2e550ea2-e2a8-4f84-8e02-2e445387d01e,651,3
df1767f5-4ca4-4815-b444-493a1390cd96,572,5
d3992aa7-ecb0-46e3-b892-40af7c39311c,509,5
a2ff5d75-1a86-4b18-a52b-bb368313f718,329,2
a249680c-742d-406f-ad62-7f93380cee73,599,1
ec8866f0-e4cb-486e-ad8b-a1ae58046d83,845,4
113e19ed-ba68-4f02-841a-54c3c676e425,715,2
8d1ceb11-2838-4dd7-a717-f77b990d56f6,578,3
2410d3bd-dc2a-4607-bc49-783fa83f7598,629,5
8e99344d-1f89-409c-b91d-4c276fd7ce75,492,1
5fb48672-e868-4005-ba7e-74414e96f4be,311,4
db5b8ad4-ac91-4834-97c7-1c74327eaf2e,533,2
0d758a92-e431-4679-aa1d-66499bd9fee9,818,2
60f08cce-6930-413c-8204-5682c7508197,729,2
315f108c-3cd8-43ed-b7d4-fc9f8ab0b6d9,445,1
247f45b5-96d7-4c6a-a3de-7540b172453a,473,5
80e3c547-4a2c-494b-bcf9-d00d8c5754e6,678,1
a642704a-70b3-41b6-8d8b-7c0ec2b967cc,584,1
d3cc835b-2245-4740-9635-d6b5de107e42,692,3
f032ed6c-e72c-485e-83b9-ff624c69f62f,361,5
95b0ccf7-7f3d-482c-aaee-9dc37e623140,410,1
b6c87446-83bf-4364-9462-20de1215b8a2,325,4
49b9c870-cb5b-4ab2-bca1-9915dc41e5c6,300,1
bc5a1b72-8502-4b7f-9a62-d19123318a50,524,2
17471662-5e1c-4ca1-825a-42e9b1a763be,646,1
86e1f2f2-bc86-4830-bfd1-8eae79111fa6,466,1
eb2dd32e-eb07-4627-be53-1dac76eac8f5,547,5
dfcf282d-bc77-4c10-abd8-d11448d99f51,621,3
a721c831-9463-4784-b5df-2a9a8f8ad54f,804,2
8f77fc49-fdd5-417b-a29a-05d8ddebdbcf,664,5
85695e92-7085-41e7-b4a2-c48cb74037be,840,4
d06598cf-20e8-414c-b8d1-da2fab3a2c5b,485,4
9e1f4915-82e1-4875-8bf8-43d9d8c06aa4,737,4
25dde24b-1107-4563-9f30-cfcab1e1051a,550,3
e9c961a0-4d78-47f5-9b8c-3abf7e610505,534,1
ced08b6c-4e35-4c10-9c83-666f7022d24d,709,5
ca6326d5-ea41-48dc-b7b6-2e67b30a85e1,548,5
56b21979-2175-44e2-99b2-a9e9e0465917,366,5
ee00c012-a235-4633-9a99-47b133c8e5d8,712,2
4fcbe3e6-6a3e-4237-8279-af0814f1504e,688,5
b75d79cf-c95f-4cfb-b4f9-290075a1018a,336,4
ed327323-7d6b-43f5-8edd-978865a84534,540,3
3529a2bc-27e8-43d5-b332-40cbd5e75517,341,5
94711e8b-fb45-4621-af17-299e9ae7acca,537,3
d3728d89-155a-41e5-8c9c-4c0b81880455,340,1
b612c071-845b-423b-a2f6-8c9d2862c610,584,5
4ed26077-d5fc-4918-b985-3d24b61a8d8b,352,3
f7c35abd-04b5-4f91-95d0-59c6537a4fe2,597,3
57274eb8-6197-4c7a-9cd0-5f62a414ae05,300,3
e30177e1-1be8-46fb-a103-7b747325e841,836,2
1cfd1c4c-bad6-4467-ad49-d0ef88af1fd5,473,1
5e025cb3-826e-445e-b7dd-34427ca75c15,661,3
9ac71f3b-add3-4d1b-b91c-5812e21aacfb,458,3
f03d8072-679b-4bbe-92cb-4e3dadc9fcb7,635,2
6f55e041-ee74-4210-9380-e344b36da226,445,4
1da5e1c1-0f13-4992-a692-526197e7185d,558,4
fbecc6a7-6744-40c5-9ec2-d02f3a9d3cf5,452,4
226dd324-e98c-4aa9-903c-693d3df02487,550,5
75c021cb-4811-4672-975a-1bbf0eecc7fb,695,4
7ffd83e6-bdfa-47da-ad2c-1c186e1e65d7,552,4
06644413-b2a1-45b4-9bcc-8235b39c7fc0,441,2
01c2a68b-a79c-4333-907d-279a4f584ff8,839,3
230f0476-4a7f-4e71-a844-e6ad07dce0bf,583,5
7ebdf14e-27d5-4bc2-a8af-c4b52a44f2a8,640,5
0c5e8b42-bd98-4155-b60d-1e81458409c9,540,1
8232d3c9-a0c3-4f5c-80d2-f0c10941f280,433,2
9168947d-3dd4-408c-b10f-f3cb133e135c,811,5
38db6797-c95f-4aa7-b41e-abdb6eb81902,531,2
6511353a-5aab-41db-80df-a2e6b66b68f6,575,5
addd8097-779a-4f27-8149-9d0c0d750fda,676,4
7151acbc-83d4-491c-bed8-58f137d0305f,664,3
61c178bc-ce62-4c9d-a62d-0ebda085906b,535,4
d5d85688-706a-4937-89cd-12b8743c4a91,673,5
d343d3ac-6f36-4cac-a8cc-838e2174397b,608,2
c36dcb08-3f9d-4b79-aadf-87ddbc463e9a,488,2
dc75a825-3b95-4b48-b9f8-1701261373cc,785,3
0fec6db9-7f5c-4f58-9219-5df84a8674db,758,5
b72a3491-3429-45f9-972e-08e166be861a,818,4
cba8678f-272e-4ef7-bbf6-e60b026e3752,586,2
490655bd-c31f-4625-b6a6-8713430a1c4f,525,5
9218ce51-5f18-48b7-8b40-3aafbe978549,631,4
843a3638-8b41-47b0-b8a2-55c872f1ba5c,558,3
e991eebc-43a5-4fdb-b646-430e5db600fe,829,5
ac7518e2-a381-453c-bdb4-0e6d92a66684,520,2
b10ac9fd-91ca-492a-93db-958b8c8ee70e,806,4
a3a7ed64-882c-4f5a-8f59-35958a15dd60,652,3
acbf01e8-5117-4a4d-a427-556fa2ff23c1,614,3
26099efe-9cb7-4750-83e3-70808f4078f9,456,5
7e51d129-26c3-4faa-9c5c-24e71e59bd07,619,3
7c9de4ae-8bd2-4133-ab66-99fa99458fab,390,4
e71d9994-af02-4644-afe1-92ae65dfd2b6,474,3
56436cdd-838a-4eb4-8980-3f860f9c4eff,790,1
f636a698-1367-4243-9c78-2cf15c399429,506,3
059b3c9b-2fd8-4ca8-b141-747e024d1253,614,1
d8fb8538-a06b-45b7-8e28-4d4cf33c7c43,760,3
1c4aea42-0c1a-4bb5-91d3-26651f2cd08f,685,3
c8baa0df-7dd7-4788-b29c-a3b374ea246a,535,2
09281c1b-ead4-44ea-91b7-348710382339,468,3
71193409-cfc0-45ef-99d6-3182e31c7e3a,634,2
7b8f91c4-c1fe-4187-be62-e1cd32d18dae,308,1
6b42ea4d-47a4-48b0-8230-228dd63e7558,429,1
54b781c1-0f84-49df-a527-73225f3372dc,617,4
82dceea1-54db-45a4-9f30-ab4ff44d5de4,459,1
1f1fa30f-aaf4-4d62-95c4-56988c5a5989,815,5
9e9b6c64-2b5c-4067-9b55-a30e4d0844e7,531,4
61dc915e-4e8d-4500-8617-c7b8271b36e2,609,2
86665bdb-bf1a-443e-925f-967518b090ba,605,4
7dff1a49-7d37-41e0-ad21-fae27fbb78f7,549,1
2b975905-0eb4-4a14-8765-2c239051055c,713,3
89c2c927-68e5-42e2-acd1-a2fdb78c054d,592,5
aab5d1c6-ce2b-4f6c-bd34-99194427c886,579,5
5b5f7054-68a7-4b9b-8e7f-06a356120453,746,5
25670573-68d1-4a4c-9f69-9868ea0ea94d,369,4
02e4f259-1849-429a-bbc6-acf805df9736,426,1
7c88520f-1e01-4ea4-99f4-ce04055ab955,803,5
d71bc961-96a5-466c-9f40-a59ca85239a6,607,3
95a5e49e-4fa4-4046-9951-28aa8f11e106,660,5
7cf184ee-35c6-4d62-9a55-a151ed6ff752,824,4
587e1f31-2ff8-4191-8105-6364cca132db,668,1
d8b548c4-5b4c-437e-ad6e-f1ab98b36f29,699,2
f3e12002-9644-4107-9b95-418932a44401,597,3
e8db746a-2aa2-4f57-a944-18d40c754383,495,5
4e111336-0c02-40d3-9fe0-3ed5d2a0e194,832,1
b57b158c-f8bf-476f-876d-4fdd0ea20683,518,5
4263ac6f-5690-4885-9b7f-64c16092c73c,752,5
9f759df5-71b8-415b-ba43-172fb3a0f46e,643,5
2b85b24f-11db-4295-97af-16a1ed874ee9,714,3
66c8937e-7a08-4730-9bd9-ba16f675d983,312,1
bcdc5eeb-ad03-4ba4-a54b-bd783b8baae1,800,4
e319e04a-0729-45fb-a8fb-18810c351327,576,5
3bf87255-7449-4f88-8e3f-37a0a68b7188,436,3
795ceed0-ade5-42e1-ac9c-2582f6b7be39,510,2
6a8d6159-3679-462d-a3de-9e7ca35b782e,671,2
55219929-3d2b-493a-8e01-5b4a17937f49,641,4
7663fdbe-b5de-4692-bd7a-23ff93a6e634,773,2
dfd2ee7f-f8c2-452c-82a0-638d3d1b687c,691,2
fdddd8d8-0e2c-4733-b922-aa8702096de4,594,4
a673d0b1-4884-4f9d-aeea-d5e4a1b831c8,785,2
bc1bfb9e-4c93-43de-813a-e6b4c073ec1e,798,3
56156eba-80a3-46b9-b325-ed47c80a04a7,784,3
3b39b2ff-4a9f-4ebe-9ecf-fac12e82887b,529,3
05dfbd5b-cd07-4700-83e8-59d0e6edda7e,850,3
e077b220-5b24-4c88-b2a2-d7aa46aef868,634,4
e7948e6d-c1ca-43f6-8605-44d5ea2a1968,325,3
0ab1420c-5405-4b50-80ef-e69788803513,821,1
711428d8-7e93-40cf-94d6-6dbc649ed03b,621,4
