user_id,age,income,purchase_amount
497b148b-a726-4b4d-9f07-6df8f2b74de6,51,79538,17615.05
3213e9cd-eff5-46b1-9854-d4aa7d0d1dba,43,29911,13480.24
04b15ea3-3349-48bc-9b0a-83ec73620d5a,42,115950,21384.0
2b85b24f-11db-4295-97af-16a1ed874ee9,75,102178,25819.04
8832107c-2b7e-4b06-adc8-764def2fc8be,56,40115,17243.62
fa232323-df05-41ca-bed6-66b412b63f1c,25,86373,15672.52
2e550ea2-e2a8-4f84-8e02-2e445387d01e,58,25130,17206.1
d97bf816-3dfa-4d60-8853-d0c94e2df816,50,64900,18324.64
9a855ab9-0a4a-438e-9e73-8f818e489d70,35,25000,12906.13
6458c6e8-453a-4101-b7e7-d62ab404b279,25,68701,13045.02
de87a6ec-12b8-4dfa-9133-a963857f7822,56,37074,17113.92
7ebb3618-eb79-483c-8ac5-f67808febed6,64,64433,21359.47
de85e2d1-e7d7-4396-863f-b966c7210368,30,69907,15086.77
5b15ff2d-7b9d-4f65-b5d7-9c8a23c6c09d,36,37103,14146.03
b974e880-528b-406c-bab7-9e2044a5f853,46,26893,12262.84
9cc3100c-ced8-497c-b221-345e21c82061,47,61654,17784.44
64e430b1-2757-4406-a3a9-2195e18a9bab,47,25000,14296.87
544ac893-c842-4d26-9a39-7975529c305d,47,63043,17418.77
fa7bc116-233b-4661-aeed-02040df59588,34,40555,13161.33
8e99344d-1f89-409c-b91d-4c276fd7ce75,42,28490,12397.98
1980daed-819d-490a-bed9-7689abaec09e,34,25186,12198.91
308f41be-24a6-45fb-94af-d6070a53f792,51,35003,16308.32
2dc52cd8-09d2-46e3-83e0-c8366ad90623,46,67729,17894.01
d138d911-374f-4db4-9271-72cbf7887b35,55,25000,13937.23
fafe734a-9778-4709-b73e-8f866884fb0e,38,60645,15031.06
0e8b191e-2903-40a6-9775-3a847df743e3,27,74267,14549.05
35589165-0d5b-4d7c-9acc-38845636b9b7,31,26739,9752.59
3dc34896-0d25-4ebe-9fce-9d6e06dbbda7,41,48835,14235.08
ff4ea42b-df6c-443c-97ae-a4ca74ee165c,38,26166,11824.37
2333b2dd-6357-423b-b21d-e45a1ff9f120,65,71097,18491.2
3e7db091-7125-4b98-bd5a-a4d6ac08748c,43,65773,17243.59
843a3638-8b41-47b0-b8a2-55c872f1ba5c,42,45838,14455.04
7abf7cb9-fec4-4257-965a-45b8be30f5e4,44,67741,17210.51
0086f1bc-18f2-44a9-a267-9bc4e65a00bc,29,30092,8957.9
ac7ee7aa-c180-4762-8569-ae92e0ade6a5,38,146611,24405.65
874551bb-eef6-4ec4-bb7c-ef4f8ce004ac,48,48950,14842.52
61bf1a10-d7f3-4cbd-ba31-78f1d75e6d72,62,121351,22935.71
bb23663a-bde9-4cf3-bd9a-ad4029fb6391,40,57480,16202.38
0f25e437-6a90-4ad0-9cee-2c42851e940e,34,25000,13797.71
226dd324-e98c-4aa9-903c-693d3df02487,34,84416,16857.74
fb468e76-bde1-4e64-ba28-d96d5752d6ac,31,25000,13256.67
99c18f69-f270-40c6-8a00-ea138c7c1217,48,25000,11468.46
95d02df8-3718-4833-809a-9b4c1f544156,25,50934,11198.04
d004a98e-fb6a-4f7d-937f-ea1e9f096630,62,59276,18796.94
db835e00-3664-418d-a18e-abe2b48e75bb,25,68190,16803.14
6042b98d-43b4-4be1-a2cc-f2a54470222e,47,92993,19757.52
96614b87-0845-49d4-b9c6-35be1f26d569,61,44892,20243.08
