user_id,purchase_history
20ae2820-b0a2-45b2-a97e-4992a23367f0,36
b5e9e9ce-6eaf-4fe1-a5a6-920d879f417e,14
694590bd-de23-46d2-9c93-a5bcc15b02dc,10
63328142-ac48-4ee1-b935-8bac08fa2052,28
c59dc844-ff0c-4e32-92bb-67aefa3d26c3,13
62ebaf8d-3555-4af8-a673-221d16ea94e6,44
80a20bb0-ec55-46fc-9c41-2d5a8401a681,18
d34a55e3-5c8c-46ac-ba56-26d7270c3708,40
191476b2-80dc-4e2d-b056-039b9caa14d3,16
b4da285e-cffa-4853-bde7-c649c920a5a0,50
2a632751-fe40-451b-b9a9-e5fa2c7f2b6e,10
af23d05e-39a8-42e2-a7d8-fc66c44bc311,43
371efc19-0dd8-497e-b4c0-a3f29b38d18e,40
6501fca1-4069-4378-aa0c-e36ae2e3f701,0
b75540fe-3d11-457e-be0c-a25718e6f0ab,12
75965e86-da91-49fc-ba0b-910dff0a5e56,50
e9dd5dd3-f2ba-4dc4-891c-76d0f5efdf0c,16
a4832801-9cd7-4eeb-978d-dfd4f0435b0d,33
7d67dd45-5020-4c09-8905-a9478f8af4e1,16
b768ae94-ef64-4faa-be6f-2bd1053394fc,3
94b27ace-2a36-45d8-95dd-f6f41e6c70fb,14
7968153e-f428-47ce-a082-6f58209dacd2,21
12fc450b-1156-4531-b494-0227c21597ec,19
fcc7d094-c1f8-45ba-b40a-5cae55d57090,24
376eccd4-29f0-47e1-a738-2969598d90b9,2
782f6e59-c765-491d-bb65-03af6f97b0f1,17
b6fb6e81-3b4f-4e5f-b163-03db0f9f683f,26
1caf5ff5-faf2-4499-9877-b5e5a775d37a,34
5024c8c2-bbbe-4a78-8248-a409f38669e7,4
0e799092-572f-436f-a5a9-c4c20c138573,22
4d816fe5-87db-4f8e-b472-d5cb8e12d97a,49
6d2c6c64-ef7c-47a8-a896-370fe3101d96,47
5a879b0a-c798-4dbb-b387-7fb0367f8f78,22
b6a77c85-eae5-412c-bc57-1a66de43e8a4,38
b949dccb-654c-44a0-b1c6-f85205cb2a66,39
d3141605-2e21-4684-9c9b-ddbfc3468f6f,6
ef13f141-d74d-4d79-8d18-20bfa482a7f9,11
aadb8bbc-51d8-4620-ad85-cd8afa9e4ab4,12
aa2faa57-223a-4906-a634-ca80678b1a67,36
da933703-943f-434b-a241-98dcf2862d23,17
98a99c8c-e9df-4a89-ba91-e848f2880c1a,9
67c8fdb3-998b-4b4c-b0b0-e3d50829dfc2,46
a87669c8-6928-449c-993c-11de56f8025a,30
76852b2c-dacb-40d3-b6c9-f1ac4e52672d,20
0211eb5b-d2b2-4b9f-847b-4360e8d134ad,42
496c5d43-ee98-4763-8188-786365d9531e,4
3c30236c-ea3e-414b-a273-7ec62ef1990d,8
2fcb4fa6-bd53-4318-ab75-095a30490d90,21
5a2944c4-c9ab-4fc0-8245-20dfa0cde131,48
c9ed4c03-f172-40f0-9193-4ca0f2f1e4e3,10
79429c9d-ad52-498d-9056-c385bc67ae38,38
97851e6e-b948-4cc4-ad12-f58bd7aef530,43
44ab7b8c-9c7b-459d-ac41-a24a2f85edac,11
324105e3-7496-43c9-97c5-28b3c967efc6,29
3a7e0464-fabe-4dc2-b356-0b79807a39ca,49
01613b14-c585-41f3-9a59-7f4d18e7bf14,34
f378d0d7-37e8-437c-bc89-51afcd9e636a,0
0c9f8f68-e6c1-420f-a8a6-62dd48dc8e58,14
649d9a2a-427e-4b50-ad28-20bb2dbf99a8,35
e7b3c017-5f0a-4a2a-b197-9efcb185deb4,14
4cb32c99-02c5-4e39-ab70-d77597d34e91,45
1bf55842-6e3d-4d5f-8a81-f839b8daba43,34
d991ba3c-820b-46c6-9d2d-827397a3f407,38
89e3623a-c50d-41e6-8dc1-9014740be2f0,14
6992453b-badf-443a-9774-91dd4b292258,24
994f12fa-e3f5-4efe-84cd-a050c6e027f2,31
f7d31832-c366-41c6-8381-739726fe8984,8
c99bd023-6f9a-4ef1-b4d5-2263d4ad5e29,39
35a2c408-c1a1-4c1a-ba6b-94885ff5d9c5,0
69658b32-7331-419f-9c83-f73fe575d45a,33
deb53cd2-ef40-4863-a85d-72fde7f626de,0
d694c318-0b71-4186-8b45-a03d44de94b6,23
358cc081-537b-4afc-ae0e-acf8094b47cd,3
1ce70099-5271-4253-a763-aba3b5bdef86,7
bae0c5f3-45a6-46d4-9f02-0e7b1d835713,8
c21a661d-f5d9-4787-ba93-cf85eac215ce,48
db7c9dc9-b966-4a57-836e-e92b5cbc5c5a,12
72ed8b07-1c55-4f09-898c-c33e1545d1f5,10
ab54ae08-df39-44a4-a092-e78106e4e0f4,35
512bec4f-eabc-4b64-97e3-7bed081e4eb9,20
a7b05244-b917-4395-a740-ca2795c8b62e,22
865d8b31-1572-4cab-9458-b61669dfb95c,43
ceea8600-40e3-44a7-aea0-8dfa30e219c2,14
256171a4-4b9d-48ab-9c7c-ba4653b93bff,38
6a4d96b3-f4d5-498d-9798-e9d629b70f1e,14
bac9eba4-b98e-4923-ac2a-d4b5571f216a,9
9dcd8086-6714-42ad-a21e-0f1dd0873bc6,8
a427ba70-670c-4627-9d82-9eb910cd457a,12
9825c7bb-5410-4e74-bd8b-9ec4623539cb,11
d8bbc3d8-686f-4432-8145-d0eeba282acc,11
57af2bbe-b580-4588-9edc-e09cb01bf68b,18
66445c34-3dea-4618-b4af-e189316a8107,34
5a148321-6ef5-4ba1-85ab-0c618e25ce57,9
dd897f0a-6783-482c-8746-feda199581c8,46
3b2bcd68-6f2b-409f-bd05-21c3e2f3376a,7
b8eab13c-b0e6-4c4b-8c57-a3f36de75c7a,50
55e7a701-1adc-4f0d-9239-7c46ec0465da,35
87e2e09e-fded-443e-b7d2-55106744c7f1,28
eca60668-fb82-4bc0-89a1-0ba95f092542,10
b6859124-75ea-420e-bebd-1f7f03b93ec8,8
5d14f386-fb13-4750-b8d7-690429ee7d2c,19
2add1a6a-8a97-4a28-8a24-234c085f2c20,45
8dfb496d-d597-4bb1-b6a2-95d43c0ba9d0,7
acfad6ac-60f1-46ef-9b8e-22ef535d922a,39
222bb4dd-443c-4065-92f6-701d7565ee4e,8
f36046c4-eda2-44b9-abd5-0ea9a6660f8d,22
c0a4df7f-92dc-4638-b244-3d7456516e06,19
5fb07312-afa1-476e-9b2d-d96e526ac480,19
61374386-d608-4539-aafb-129ac14bbb67,9
95585c4c-a1b5-4087-ac63-015b595d688f,50
bc69589f-37c7-4d99-abaa-804f4d845d34,18
e9841266-843f-430d-ad71-8ce5658168f4,25
d9f2bf0c-e282-4ac0-a13e-26f1ef65e130,40
e79d48e3-28a2-4972-806e-6f656ed754b6,2
740e14d4-7a44-45af-867e-2137b4bc576d,11
defbf1c9-3409-42fe-8306-f1bb3948c0db,18
2d82ee98-3625-4648-aea9-472eddd40938,24
a75743d6-3697-4beb-9836-47fadbd55c99,25
2d9ce107-8fc2-4b0d-a262-55a509e683c5,17
18ee25ea-3472-4be0-906f-ed5ace9c7250,31
06bc2bb4-ec9b-4c05-8eac-bb509f4f3bbb,32
feb51e9f-cb15-4a94-9995-fa8949f9c1cc,46
f82d9177-5e2a-41b8-9c96-dddf47c639eb,50
d604c3d1-a233-4396-812d-fe24567245d4,50
93c49a09-c084-4760-81e1-a91c424d7331,5
9ac40e54-ec2e-42f0-8bba-72d285a65541,0
5fbf8660-5089-4906-b89b-a2ec87adcb1f,11
95058537-544a-4a27-8b4f-3e213e535c4b,11
2a849892-6183-4526-8df2-155ede9f3284,3
fd23b47f-5303-48ec-ab7f-e9f64d6740d0,20
46b710ad-785f-46eb-90c5-dc3284fb2a07,9
c9cd34c7-f6d4-4afe-9b75-0c173109b2a1,36
09633378-f262-4e9d-a276-b2a5e4fee719,15
094c5a91-93a0-40cd-a6c1-8c52d4767f1c,30
41596412-00db-41ed-9580-6388cd760578,34
9992b878-ddd6-4822-af3e-8f17847257d1,17
