user_id,age,income,will_purchase
5f2459c2-6180-4984-a1bc-a4604d7e264e,49,89166,1
41757c5d-96b9-4a78-96e2-2b95af451550,61,54872,0
eaef15c4-a461-462e-8214-6bfd044a27f7,47,40514,1
06b9022c-0b53-4756-a8d8-4adef9c214c5,74,15000,0
096e66b0-2cf2-4f81-8ee9-0475467b46d4,49,28587,0
4ffcf103-531d-4454-9278-ba6f90dbabc4,52,106919,1
0c7172f1-9b15-4cf2-8fc8-d670439291e2,59,72617,1
44d997d8-f9ec-46d1-baf7-868fdc43f636,46,43894,1
52f1c32e-fbe8-4eb3-aa53-48e4f116a68f,44,81544,1
a8289ddf-12e5-45d4-927f-4cc10ba7c6a5,52,61156,1
a61cb266-971a-461a-a119-0bcdaf82ac6c,30,65664,1
4d00a818-bace-4391-b986-a7709a2c67f2,35,82966,1
f0c02991-8e8d-4a02-b2ae-97f43957eb23,39,51855,1
2a0c6c24-122a-4bc9-910f-5b2c2c35143d,42,70944,0
be3d334c-3e21-49be-b6a0-d38ff8bd4936,54,94921,1
70aabb74-b138-4a43-8a0c-efb1c66a7106,52,119338,1
853037db-8d7f-42c1-a184-8fc0948896a9,50,68284,1
f67de626-a6a1-4f83-ad86-a2eda7b117c6,46,42762,1
20aca9f2-0fae-4cb1-81e0-8e37a9ba3a93,42,68884,1
4be79c29-8b6a-4ad2-a0cc-1965cc8da7d0,38,65506,0
0a202464-201b-4121-a6df-01f3684ce0ba,41,78935,1
24881102-1fa9-44a9-a6da-dcba0f670c05,50,56415,0
a5288500-9229-40e5-9fa2-3327e523676b,48,70884,1
7f05274b-d410-4990-ba0b-c3af0cb9ddaf,45,98081,1
f37e670d-f53f-4da4-8f0b-d546d6b2d518,50,17063,0
2ff0b9db-b1b6-49ff-90e4-d19efce24397,53,53191,1
1c043299-6429-40d2-858b-3ce6f671ed7c,50,36205,1
2f8f9d8b-5f63-422b-bcc8-d63f1409ea15,56,87584,1
2430f601-fbde-4183-9651-55fca2084cf9,41,87682,1
70e6bd07-acdb-4e4c-8555-46f069ea45c7,27,40064,0
0abe1792-efef-444c-85fe-7e7f3bd60437,43,30000,1
00aec78b-b740-4032-8293-6a37a174bb98,50,36384,0
cb61b274-d7cd-48de-898d-aaa0dafb32be,53,76470,1
2c498277-4b61-4cb0-b03a-f15cc6155cf8,54,38971,0
bbd775f8-6014-4489-b251-545de66d9048,42,79089,1
3f6527e4-bf78-47d5-8054-7c81b8ab9b50,42,24310,0
44143dc6-e08d-4c59-91ca-d53e6a84bb42,47,33605,1
4835ae93-35eb-4242-b04d-188c3578c134,59,26564,0
d447c23c-83bc-47c9-83be-f65cfcc6c2ad,43,93631,1
828d0adb-a3d2-438a-aa0d-92a55de4ebe0,61,86709,1
6b463d25-b970-4e59-8cc5-b84074f7d4e4,52,96431,1
a8c55a8a-85e3-43c8-b07e-8c622b095c43,44,15000,0
63c41b96-2775-43b2-966c-f86fd3f2c25b,52,64947,0
81594ee8-c845-4352-b02c-bee8a39e1bfa,65,93273,1
c3cbd90b-b38c-4b96-b55d-da1282e351d8,55,62505,1
a443daaa-41a6-489f-a99d-c3af433cb6c9,37,66571,1
995f33f1-fad4-4c86-bece-986fe9d7fb9b,28,44288,0
86e32e2e-4035-4c59-abca-7568a0d7cfbd,22,42843,0
e1564963-a7e0-4ca8-97f3-ee263800782c,42,68705,1
647b4e5c-f0d0-40e0-aebe-2c23db067268,51,47804,1
da233572-b5df-4ba2-ba88-eb20da47fe00,55,68231,1
2f751ef0-486d-41e8-ae32-17b8813ba95c,44,30620,1
32d69b39-efeb-4c9f-bd86-a870c0533445,40,77493,1
57c71281-c032-4f5e-9a6f-fd003a7c3b8c,32,51981,0
68fff0d0-ea43-4bae-8c14-c378d7cdcb6e,53,91330,1
de8fb1e2-cc02-44ad-8636-959363ad0bba,47,86931,0
ed2cefde-928e-43b0-801d-52c76dccc621,30,31771,0
e71a2a73-2a94-4238-817c-86c0ad9c28ac,57,19240,0
f069c766-acca-4d2b-a1ee-7cde4f0c2ae7,45,91458,1
a8f6c712-7d9c-442b-9428-eddd03895fe2,52,59077,0
9be5bd0b-fb72-43b8-8b45-915512474932,48,33354,1
42fbea2d-a2fb-418d-b5bb-d6173b53b8e5,42,44168,1
3a6c549a-4993-4256-b82f-e2869c9eabdd,53,105750,1
e6d54546-5db7-4a84-b170-8be064535a42,18,24473,0
b9b50c4c-c36d-41ad-9a0f-c9de1294606e,32,68399,1
20f67455-c5b0-4baa-92b0-0d36dc907bcc,38,61393,0
93c5be6e-7295-4ac8-92aa-74331f5633a7,50,46862,0
04e85f34-794c-4bcc-8018-1e5f6e9cc4d3,41,60184,1
fcf93dec-e255-47fd-a619-2fd03bfff5f3,39,23677,0
10c327c6-796c-4c90-bb24-6939711b6e25,66,40658,0
506371c9-3bf1-4969-aedf-027e22908a81,50,48406,1
7265942d-6bec-4621-9332-7d92414eb8c3,25,39073,1
1cad334c-418f-4b1d-b4e1-00e66b4558bb,47,36178,0
692b4214-b782-4d04-9fbf-4119aad2c6ed,39,78563,1
9a8e4617-e220-40a5-ad56-2c7e547674ec,44,69461,1
a056dae8-dd25-43a3-a02b-8206021d143c,38,52761,0
5a6a096a-651d-4f2c-8a62-0686e5b09332,32,49246,0
28665ae2-1350-4570-b025-18b1befdd491,39,46352,0
636a3057-f1c1-46b2-89e6-43c2c19196d2,34,30000,1
cb49bfb1-2caa-47c0-9152-6f39034823d4,39,51849,0
a82c8bb3-b349-4683-90d6-421e9a689e7e,41,92358,1
4ee6786b-f0ce-47e8-a946-c2eb82f1711e,52,41300,1
f67c9987-5609-498d-b69d-f4a2241b8ec0,37,93227,1
3d11269d-9ce5-4200-897f-69a3f90cbb4c,35,38067,0
3955977e-831c-42ac-b3a9-25a676e6143c,34,58260,1
5f971c8e-2c3a-4114-9b76-53708895a306,59,66152,1
1c3ae014-d558-4d70-8691-58734d98cc4c,60,55361,1
44af9c7f-e297-46be-b997-10bcd445ce7a,40,80692,1
9151496b-0085-4edc-aa55-622105bf3b68,44,56567,0
e2a33a12-0fcd-42d7-a596-71c338c29e9c,42,57586,1
7459c8c7-2f5b-489d-965d-2f3c30f44028,51,79731,1
0e639b98-836f-4c25-8a92-abf5cd21f992,45,79602,0
e7f753a1-2c90-4a6c-8839-9fb35c7c7e44,18,23049,0
9b8f3674-d6c6-41e5-9df1-3b7b4800dc68,32,80527,1
04e1163f-116f-4914-a663-9466af1677af,27,74331,0
62d62256-a539-43e0-90e2-39b5587c13e9,31,37257,1
c612dd64-6b14-4123-b732-2f65f45a3f2b,18,60585,0
c89a212c-bcba-4128-9360-19f3ddb26e3a,38,135176,1
a4eb3b3b-1208-47c8-8646-2a5c1385ca5f,31,57731,1
f364597d-1c9d-4e81-963e-d153a837c422,43,79593,1
5fcab638-991f-47de-941a-2425d970b191,48,53983,1
f0d2a610-0c88-415d-a406-90fc5295ddab,45,84351,1
96ccee3e-7db4-44ff-8115-ffff0df0dc04,32,26028,0
1dce9fa1-1dfa-48b8-afa0-3e4d21f137f1,45,28963,0
5ac58428-e1a9-466b-84d4-9db43c8f3b36,37,25506,0
c31c3183-da81-49f7-a238-d17b2bfce16b,63,26984,1
f503517d-e8a3-42d0-aa9a-de73e4270660,60,110942,1
3c17536c-9351-4087-904a-425cb968be37,26,75801,1
3ef6ad3f-394d-4db8-85ac-ff9311760f30,46,79057,1
32acd910-0e2f-4776-b382-525d1234f768,18,44214,0
8fcb707f-1ae7-4b55-82ad-1eae1fc4b9e4,45,34977,0
57854ad1-a84b-49aa-ba5d-b388f4e0d5be,35,40477,0
113cc819-1c0b-4c24-8394-5476ea03327e,44,71669,1
3e1731c7-d217-47ae-8a42-c79fa8577d79,44,48648,0
0842d917-c456-4f1a-bacd-6f7ae3cee4b6,54,90774,1
07e1a238-ec05-4d8f-84c5-d4f3050de92d,49,78879,1
d62ad9b7-32ca-45f8-ba38-9ca3ba93d05a,38,59953,0
80dc7646-899a-4dc8-931e-170fc7fe1bd3,57,45302,0
cfd6aeb9-2dbc-4021-9f08-e30b6586f547,36,92058,0
6f60d5d6-5391-44f6-810c-775e2f9caf49,54,62829,0
9a3d8be6-4822-48a9-a706-ad3a6241e36c,41,62467,1
b0f0f24d-1e21-4847-a1b0-78f8f5f6f657,44,42542,1
34c98ef6-3295-4008-8c1e-0f9834d05ada,36,32569,0
7e0ade14-fa46-4d7c-814f-c6cfef82f3a5,40,35793,0
d4106d9c-59cc-4e15-8bf9-8597745fb098,54,83799,1
d6ef0242-edb1-47bf-8a26-40326165687c,18,61175,0
c1631f32-8508-4f45-a7ca-d625e36833c2,48,49707,0
b5f0ab3c-ae78-4b08-a98b-b235b09252fe,40,36310,0
3c08ca61-fc33-4718-bd4d-028cc7eba85a,51,87649,1
10debf19-9c69-4c1b-a2b0-b762249aa3aa,21,54421,0
17bb4ccd-c7f6-462c-91ea-ba3382e4e0cb,41,68001,1
8b61438e-8309-4c98-828a-a3b7e61eb39c,37,58740,1
7a2871ca-e7f0-4e9a-b7ad-805b10aa1ffe,42,75853,1
30ac8e7d-8231-454c-b057-3697d721dd06,47,61638,1
409cb723-ec71-43d7-99d3-2890d5ebd782,32,24100,0
d020ec27-407e-4047-816e-ddbe8043d2b1,28,110088,1
272b070c-8243-4c76-aeef-145553abc5c6,29,52862,0
b535f57b-9ff9-431d-ac8b-b9643d57b7ef,43,95692,1
3fc98a2b-05f2-4ab8-b038-1f19c8745e03,53,138240,1
47f83fc9-2011-43a1-a029-a942a7773c03,51,118437,0
8adaeabc-0665-4c73-b728-1fd3b7f49210,51,65440,0
a0a2dcf6-8964-40ea-97aa-3f727997ba8c,49,74411,0
f54169d1-9bca-4dfa-a49d-7c75a194a2fb,49,95825,1
388f0c4d-f33c-4be1-ae8c-9772f2a42e1f,45,98746,1
fa45fd9b-2ce8-4c9f-9b49-7d10dba8025a,39,104411,1
4d33881c-fe30-4ab8-a20e-19777dec837b,39,69936,1
6ff6c350-6c85-40fc-b1de-acc1d2d61c21,36,53729,0
39b4abf4-0e8f-436b-bea3-2c1b71c556c7,49,40590,1
11b4d4a1-822c-43f7-9902-7bc28c1eb750,42,61653,1
75aa2872-e072-418a-8b7f-de6e16eabe1c,45,73189,1
749e8634-4293-4aae-9f0d-92c8926d6946,35,45855,0
0988fa43-cf28-42a5-bc0d-1f49e8fa79a7,42,54950,1
4e136ced-b5e5-4fb1-ad00-0fe33dce6508,36,36659,0
3e586f5d-498b-4760-9806-038166015217,32,40518,1
e0607b78-622b-4ded-bcc2-236eecdf3eeb,33,37201,0
b6193caa-c81d-4830-b78d-c863747be642,72,43649,0
f3a37906-10ca-424a-86c1-034a21acc963,37,39917,1
6661d51e-df99-4e16-8ae9-daa3e971cfee,49,86739,1
3177d390-d40d-4755-b690-ddd7f561a9a6,55,96722,0
11ec7bf9-853c-4a99-b1b1-afb105653a89,42,53974,1
54c2a8f7-84a1-4dc3-af72-3a11e8b40c15,52,33208,1
37423820-0dc5-48d0-94cc-43795a74dcbe,52,59756,1
41262cf0-88c8-42bb-9da8-7caaf7aa9909,58,25027,0
7e2bd22b-6d0c-4004-9bb4-be9f20b781b2,42,85527,1
40f8bf27-a8c7-468b-98b2-5efa38533726,19,34319,0
bdd97682-787b-4c76-9c95-ea7462e2649f,28,32910,0
b30ebf9a-3710-437b-bd4c-26dfda141906,46,86145,1
bdfd0b72-1d1a-498a-b0a6-c28a768acdb4,30,75284,1
eed0965c-5dce-4b89-a7b4-938b2bbe26bd,32,60251,1
d0d0bb64-c143-48e1-bf85-3214fddc695b,43,50997,1
c9d6f656-a722-422e-a925-1d2bcc38ff70,51,54771,0
6c343ace-9bbb-42b3-8ee3-93cf3d8a28f9,40,15000,0
321e7142-e724-4130-8fbc-1a26f7c8e5ba,44,61379,0
8a0e36cd-3bdf-41f7-8547-4da3e1941a41,57,118624,1
e7bc4efc-8d95-4299-b1e9-c4bad7638e71,43,61433,1
540ebbbe-b1bc-4d33-b919-3e6df76a50fa,41,96542,1
545ad997-f977-4455-af9e-15684fc9d256,35,50832,0
df8091e1-c0b1-486f-a264-f9ab04e83aa6,30,53632,0
ef2d9089-e0d0-48b8-abde-b17d1cb3fd06,33,113976,1
21068716-6a78-4b82-9afb-fea26946143f,48,70984,0
35268464-a863-4754-9ee9-b718bb7cd1e0,43,109083,1
c96a3265-a19a-49c9-9144-f1057a0fffca,41,30000,1
f8f1bcfb-0330-49fe-ad06-b6cc5878f5ba,37,52758,1
8a630dbd-5d16-4cf6-ae8e-dca5d8847f14,20,94700,0
10ff336e-8a8d-46c3-94c9-b02f82ee4b49,35,30593,0
0611351f-0ca3-4c00-9d6b-c4a595d06c63,37,38192,0
7f56c36f-06f4-41a8-a236-5024576135fc,45,68791,1
0ec3dd6f-9c05-45aa-927e-9360105406fa,18,70782,0
385b5b67-4588-41b5-b9f5-da24419b16db,53,69407,1
9d7916cc-886d-4e5b-8752-ef9f922e431b,45,15000,0
066b2305-7a73-4ffa-856f-98e09f9e9e2b,43,59564,0
d03a1e5b-ce92-4bee-93c6-713fa74be28a,44,41174,0
808436ca-a358-43e5-af0a-6b3a398eb25a,22,72972,0
4ec6f96a-a1a4-4a86-abf8-8d791844c94f,32,70016,0
bbae0dec-a5bf-45c5-9771-e7c605270d46,46,79849,1
d3f6250c-f8cb-42fa-8391-2fb6b9607e6c,45,48141,1
36c0729c-2c86-4768-8d85-fa6781ba629a,38,72492,0
b1d1987b-9af4-445b-a0b6-5068a95e06b5,45,82608,1
7557a93e-1890-4b34-8641-6a1c19ea8328,18,38860,0
cf245442-2aec-4611-a865-205361a8d5cd,43,70484,1
cc32ded0-fc94-422e-b79c-cc951b0ed15b,39,88950,1
0207f44a-fe01-445e-a1e9-5323c84d9f84,47,92141,1
6f99ecf1-ca22-404f-a7f9-52e759829658,46,85244,1
3f116cfd-08fd-4f3d-8182-b41312313ef3,60,15000,0
8af2002b-2913-4271-9725-30140f7f0ab4,58,66496,1
5a2336a1-549e-4723-8fbb-ca07af42e0f3,50,129427,1
1d1e5588-f668-417d-be59-0048fb74ee5f,25,41247,1
1de74f64-7c55-4dc6-9eb2-b1c3be7779f5,49,57229,1
b9cfdbca-02a5-4c64-8f04-d61c4cb6dcc1,29,46435,1
024c6492-8ba4-4a38-b0d8-89c448f46bab,47,91123,1
99105c3a-d9e7-43ab-92ad-8fd2e4405889,38,88327,1
3864c41d-4ce9-4c68-b18d-6a42d808736a,38,15000,0
5adac0c1-bdfb-44d8-aeb5-431336cdecef,47,97023,1
e42dbde4-a6c2-4dd5-b2e8-6a0d9e101964,42,58139,1
09b8e53f-d185-4e49-b224-a91d0fc9ff9b,48,30000,1
83818b80-3957-434b-a3d0-67ad70b1641b,38,90362,1
a9f48827-9a7b-4a22-9c14-3bb56eb23d52,46,87338,1
be92efff-5616-41f5-b416-cde9b225f4b6,41,84919,1
baf39f9a-13b4-4a2e-937f-248ccfb622d2,56,20304,0
a5fceb12-9871-4cf0-92ec-4a67b523e8ac,47,57295,1
e0879fa5-5e39-4860-a655-a5a11b203554,57,30116,0
70279d47-c49d-4286-ab28-2c8122e2c7c5,44,70397,1
9de80a69-16e2-4630-a324-f062d2c39263,31,24517,0
58de1b4e-1415-49a3-bf14-cbc4957f80da,37,56824,0
d67974f3-2bc0-4203-af40-6218d5be2adf,39,47280,0
9b064690-39d1-40b0-9d70-41c13b2ab6f6,42,51328,0
8292bfd8-0f7c-4fbc-a84d-8222cae1247e,49,74053,1
62fc9eed-b8aa-4d5c-9124-43bc7c4463e0,39,59556,1
66a68d1f-c9e0-4aa0-8bfd-715f6f46a9d9,45,104291,1
335b2226-b39d-4d96-adb2-42c059641012,42,60619,0
8035547e-00b9-4b1c-9613-04fef6b6aadd,35,62674,1
06e608ea-5b56-4f7d-8f4f-f5347b296c70,31,20256,0
9de123b3-e220-48ae-ba3c-cd145b4bf29c,54,67661,0
6aee7490-3b8a-4287-b4a4-b1804d89e3c6,37,16764,0
7afcf216-15bc-4009-a56c-7c98d2a3c399,44,45382,0
9c8896ad-081f-4bac-969b-91478e9215ac,36,30675,0
c2e7ba63-b6b8-4e69-a150-5f0c82150add,37,60883,1
c55270df-0c8c-4c41-b2c3-c242364a050d,45,66433,1
df3d3a97-6cd6-4de0-a218-e03311d7a0a7,48,46839,1
33ba4a4b-80f0-4dcf-a50d-a4f0029533e7,40,92619,1
3d4e5107-6b71-41b5-9f4f-32baf0094e55,25,63648,0
7b67551a-d76c-44d3-a650-969b5c19fbb6,56,61882,0
69db330a-c9df-40e2-8016-05fa6102f2bf,45,33917,0
e26c993b-8d46-470d-a94d-69c9880ebe19,42,30000,1
9ef11c66-e685-45be-bf4f-3aa2438d8ece,47,56544,0
7038ec7b-272e-4621-9cf8-1c8b4198d362,42,55617,1
ce81aa37-ffd0-4b0a-818b-b3f1932107e4,35,66345,1
c5318f09-6a6f-4565-bb5e-d5155ba39cff,44,53281,0
fdd3e9e1-cb58-4808-803b-ba5a990ef353,21,76130,0
42f29980-120b-42ef-8ab7-4b49ec43a7ce,39,57699,1
e1d2efa9-c741-4bc9-98ce-2fc7065320b8,29,49696,1
3ab6c265-58dd-4788-979b-3d49722ec5ee,48,79868,1
33c18197-342b-490e-9658-3d3e9ad702ef,57,87700,0
ef1c728f-7881-4a48-9ee7-942e1dcb3d7d,67,35464,0
9ff19ed4-eb03-42fe-89f8-5438cbefcf4f,45,48326,0
44dc5f72-af55-4e98-90b3-dc76dba7185b,55,90278,1
1477f02f-75c0-4143-ac5e-e0d9f34752d0,35,17683,0
1572d5e1-ef49-4520-8ebb-8d01d3828c9e,27,15000,0
e8b1cd4b-31ca-496d-bec1-fd95e5474e1e,35,69695,1
b1c7703a-9619-4876-a0ba-c4c39803d3e3,38,62885,1
17dd079e-eed8-4f1d-83fc-34ea8fab3e9a,46,36144,0
fcf2edf3-5a9f-4260-87e8-9dbcc625482a,50,74368,1
ddfc8f23-f0fc-4032-a8e7-40d5301e0ceb,42,65582,1
87c74a0f-11d1-4aec-872f-4671db514916,51,19500,0
249cc578-fe92-4bba-bc2e-85b03a5e34f8,42,84456,1
e0bc3694-889b-4769-861a-aa50358f720f,26,57397,0
e268014c-ffe0-4bdb-b834-d5495a7345a5,46,100802,1
c0be7d14-954f-4fa7-936e-f98e90da410f,46,83737,1
77dbf347-2adb-42c6-9625-b1bcef9bb333,32,37562,1
7caf59f0-d44f-404a-a726-73e9d6be8cb7,52,47764,0
e3957199-c0a2-4d46-9218-aebe98210a96,39,112489,1
26f78aed-125a-41a0-8efd-d6c287d59d94,38,43527,1
59c2ff0b-c2e7-48c7-bfe1-a5d398330a20,37,91694,1
c9da89f6-166e-4471-98c2-41178b021af5,54,41106,1
0e456011-b94d-4b5f-b113-72e3a75c3e60,31,81104,1
7e508b31-97c5-4f6e-a19f-63b06f3e12e1,50,80913,1
3afce201-8f29-441a-bc1a-a14b473dd791,21,42400,0
bbe82044-4811-465f-afb4-2a69618cbfc3,29,52227,0
3f468374-183d-4dc6-855c-07365b7b3182,22,34043,0
96af79bb-c3f9-4eac-8c3f-adb04c01b28b,30,25824,0
819c0a1c-9308-4135-8209-2ec52cd6ac4b,37,128096,1
e561c170-3303-49d1-a41f-40f1b7e71877,45,31305,0
3e10785b-af1b-4b61-8ae1-b18839283a2c,30,23804,0
14039e8b-75a9-41e6-b597-15d907736110,38,86894,1
a6d120b1-e834-442d-a9f8-42d27c156540,42,30937,0
56738672-5736-43e0-a29b-51f1226e3f2b,23,44038,0
ae02cb06-b4bf-4385-a5af-ef14e6507954,18,32740,0
f9452dcb-cc5c-4005-b8d0-aa367be5ab28,41,32977,0
7e92bdd2-aa46-42c5-88e6-c1aff17dd1aa,47,44808,1
cba21d71-ba9b-4a30-9f58-595570cd9a2b,46,62454,0
30b24862-d258-43fd-b438-2ef0cf20416c,52,87733,0
2b59d5af-81fc-497a-b38e-ce2387cb3440,34,48354,0
df860b47-900b-49ad-bce8-a2d6ec71aaa0,51,61892,1
75fe5f18-9b39-4309-a581-8a74a8bc8e1f,41,46164,1
02bf4fea-1961-438d-b21b-1f6da38b2c54,61,25071,0
951efe51-0d1f-4646-b659-4572a476ffaa,39,39708,0
20170bc8-a8c8-4755-a01b-5dc57a9386df,55,29120,0
e7722fe1-86d8-4ae1-b791-0c0976b3160b,41,90165,1
2386ffbf-82eb-4b80-b6ac-2167d5093f75,53,68469,0
fbee9010-f7ba-483b-baf4-323e1cbea33f,18,70760,0
94b7dc74-0191-4e3f-b849-05b3935ff119,42,31313,0
892ab9e4-5c72-4731-82f8-a535484f170c,43,67098,1
903a7727-bdcd-49df-9cc5-1b31d4b76f20,34,65277,1
5be3364d-4db0-4a56-8334-1793e4290c26,48,71583,1
3fbd7047-b83a-4570-8c43-026863e5bad1,52,78015,1
33b9c044-63dc-4de0-9112-c38b2c096762,51,37681,1
3c756a4e-e53a-477c-bb8f-928279d4e01b,28,15000,0
bf0d6511-c04d-4daa-b255-04df333b2d1f,66,56156,0
dda2b467-2779-4a51-b9fd-688d6fb6e943,39,69472,0
26774803-2e6a-483f-8c24-252ce5ae61bc,45,32853,1
cd2232b3-46f8-442b-9a75-f5ae3df6f749,40,61225,1
9c9f832c-1ac6-4f55-8416-ffbe2d8b6c75,54,62439,1
e290de63-0d45-4e2d-b496-b13fdfbb05a9,47,26548,0
011433ff-2260-443e-a35f-60b451ee1984,53,45773,1
906a16fa-49de-48fc-8785-13f602089803,60,28230,0
7084a3b1-3ab0-443b-b35e-08e69a4ab35a,43,55889,0
c4c5cef5-7b22-4937-b241-91203b8249fd,37,104137,1
f6890047-3543-4fc0-951d-f0e5477109a4,57,118576,1
785c55ab-1136-4f41-a715-bb6f819e8eff,31,100424,1
b7f85e35-ab9e-428c-994b-0f1f56ba90a1,25,28705,0
45933ad0-aef8-455b-9aac-44e36c81918b,75,58877,0
00e79e3b-1f6d-4152-b9a7-b2699583e728,22,48813,0
675888a7-b193-4f23-92fe-1328ffd64b17,51,102414,1
c790aca4-f8e4-457b-9234-b09ba7493986,65,41848,0
cbaa322e-9279-4b90-90c2-4d16f27bcc35,44,35818,1
0a0ac351-0726-41f2-b78b-7a4f3a97bcac,55,37369,1
53df455a-0769-4b66-987d-9b45e47d17f1,57,95245,1
709faf72-5198-463a-8560-3b508a052c52,42,36311,1
19ac2865-bb43-41a8-a7e8-3d962354cf2f,18,95644,0
84e969cc-4da9-48d2-8a32-2b43cd2a3d6c,49,84840,1
3c546de0-bf8b-420b-a9d5-69558ce92f0d,59,88079,1
27f3b3ef-cc86-400d-81e6-5b1fc9c46f55,40,80225,1
1ae716aa-660c-4012-ae68-ae1a877ac1eb,30,48971,0
2f810252-3485-4643-9b12-8d5dab4e714d,40,42256,0
76331302-faaa-4e35-af17-0e1db03f4596,42,85581,1
3348249f-bcd4-4886-8312-201308439e28,44,86093,1
d1a11d07-0be2-42c4-a235-1b3639a862e7,47,42206,0
7f32e505-e733-475a-856b-bad71f6320e2,49,52836,1
4d93f61a-4c86-4371-aefb-d950741d59cb,18,57141,0
4f9fffde-6aac-457b-a0d1-f4f015321f80,39,42570,1
a719a212-7e1e-45c5-9dc8-745feefe33e8,47,67482,1
e9418aac-842f-4ba7-9eef-ea62eaaef843,40,57989,1
5ca54434-4ef0-4314-b9fc-e34e61600092,55,73856,1
29bb7c12-2b3b-438a-a4a7-4ba86af0fc5e,38,51802,1
89379b71-0b91-41db-82cf-a046bf600072,48,60324,0
5fc4c783-6f13-4b82-a60b-60e0bbd664f8,38,91433,1
0ba314e3-9ebb-4328-9497-bd5448d29247,55,115746,1
1fc39111-a66b-46c0-951c-daf21b532274,36,81179,0
37ce7a54-40a7-43ee-8b72-4fe72d0007d9,18,51119,0
0cc3e24f-5a81-4fba-ac56-a8d2549bf1dc,47,29329,1
7d149fe0-ee74-4253-8fc8-2a6c3f83df22,48,52776,1
ab8b6412-4475-4703-8f82-7e2640d83a00,43,48190,1
0653dffb-6881-4604-b1a4-a97a32ba1f9e,42,45648,0
a5d9bead-53fb-482e-b373-56f38e84f125,40,71201,1
2e733980-b54d-470b-bbbd-4e1dd79353a7,41,94062,1
02934e64-1d30-4b18-8448-58057726294a,28,91193,1
976f3247-d713-4c09-b7c8-1e54610b45dc,62,27972,0
bced774a-3ab9-472c-9c23-729f899263d3,37,86179,1
2ffc19b0-f058-475c-9776-794dcec00ea2,51,78899,0
ad9b6b52-0a94-4edb-a5a7-51db174a9d0a,30,93173,1
3df60a74-1d67-4110-8ce7-5863be52b2a0,40,35365,0
404a439a-d885-422c-8c35-797851ba29f1,30,30105,0
311ad0a4-f9f3-4732-b9b1-d5abdab7a804,38,75792,0
dffafe11-19b0-46c3-84c1-e9a7d4d5d1ed,42,106223,1
2ff3c5a0-fdb0-4add-aa23-3aa0050d866e,35,56648,0
47f537fa-d433-4fa1-ba7b-02f3edbbfbdf,54,28016,0
e6bcfb71-90cf-4870-806c-e148e8ba7740,52,111414,1
c5485e3e-dcb8-4e50-8673-7fe650289346,42,55318,1
f8b61e0a-99c0-46ed-943d-989006e54ebf,36,43814,1
7d06515a-1bb1-4f5b-8d0b-3e5bd0c71fd1,46,49849,1
58d062e5-4638-43ef-83c3-49af7bad338a,45,93984,1
fce012b6-4fed-4750-bb3b-072531acf74e,56,62225,0
583e64b2-6618-496f-8666-ccacd0e69994,38,49531,0
d4d15eac-d29e-4bfa-aeb1-2c8a761e6642,56,68713,1
9ac4520c-7257-4cac-b84f-4f40a452ed00,41,56521,1
9245b67f-05ba-408a-ae24-3d3b7abeb593,44,58275,1
